State B,State B code,styear,StateB primary target?,Name,UNRES,Location,dispnum,RemoveCase,stday,stmon,endday,endmon,endyear,Ongoing,cumdurat,Era,Decade,PresName,Frontier War,Era2,US HiHost,US HighAct,dyadic hostility,dyadic HighAct,HihostB,HighActB,US Orig,originatA,originatB,sideaa,InterType,Objective,ObjectiveCode,ForeignReg,BuildReg,Empire,Territory,Policy,SocialProt,Economic,ProtOwn,Outcome,BattleFatUS,BattleFatB,BattleFat,BattleLevUS,BattleLevB,BattleLev,FatUS,FatB,Fatalities,fatlevUS,fatlevB,FatLev,MaxCost,MaxTroops,MaxNavy,MaxAir,MIP,Additions to MID,MID Dummy,IMI Dummy,MIPS Dummy,CRS Dummy,ACD Dummy,National Interest Index,contiguity,ContiguityDummy,War,US milex,US milper,US irst,US pec,US tpop,US upop,US CINC,State B milex,State B milper,State B irst,State B pec,State B tpop,State B upop,State B CINC,defense,neutrality,nonaggression,entente,AllianceDummy,Alliances (1-4),Colonial land,Colonial sea,Colonial contiguity,ColonialDummy,US imports,US exports,State B imports,State B exports,Trade flow1,Trade flow2,smoothflow1,smoothflow2,smoothtotrade,spike1,spike2,dip1,dip2,trdspike,tradedip,US democ,US autoc,US polity,US polity2,US durable,State B democ,State B autoc,State B polity,State B polity2,State B durable,US Dsource,US idp,US host,US hostChange,State B source,State B idp,State B host,US nGDP,US rGDP,US nGDP capita ,US rGDP capita,US rGDPCChange,US Recession,ideal1,ideal2,absidealdiff,s2un,s3un,agree2un,agree3un,jointvotes2,jointvotes3,PHYSINT,DISAP,KILL,POLPRIS,TORT,EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD,UNRegN,UNRegT,UNSUBREG,SubRegT,SubRegN,OECDReg,PTS_A,PTS_S,US Defense Spending,ChildMort,LifeExp,StateBHC,StateBrGDP ,USHC,USunemp,USDeficit,USDecifitGDP,USDeficitCon,USDebtGDP,USExpGDP,USDExpGDP,USCapInv,DefOutlay%,DODOutlays$,DOSOutlays$,SDratioOutlays$,DODOutlays%,DOSOutlays%,SDratioOutlays%,DOD BA$,DOS BA$,SDratioBA$,DOD BA%,DOS BA%,SDratioBA%,SenateDem,HouseDem,PresidentDem,DemControl,RepControl,CongressDem,CongressRep,PresElectionYear,ViolentCrime,Murder,LegacyRape,Robbery,AggravatedAssault,PropertyCrime ,Burglary,LarcenyTheft,VehicleTheft,oil_prod,oil_price_2000,oil_price_nom,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oilgas_value_nom,oilgas_value_2000,oilgas_value_2014,oil_exports,gas_exports,coup1,coup2,coup3,coup4,democracy,assconfid,poppreselec,regime,ttd,tta,stra,Oil Dummy,Population (in thousands),MilExp_Con,ExpShareGDP,Description
IRN,630,1997,1,Operation Southern Watch,1,630,4216,0,3,10,13,12,1997,0,72,5,6,Clinton,0,6,3,8,3,8,1,1,1,1,1,1,1,Policy change; social protection and order,5; 6,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,1,0,1,0,0,0,276324000,1530,98485,3114015,267901,68503,0.1395226,4695000,575,6322,165006,60694,25783,0.0127905,0,0,0,0,0,0,0,0,0,0,898712.6,687710.7,15907.8,18380.8,0.1,37.799999,0.1,37.799999,37.900002,0,0,0,0,0,0,10,0,10,10,188,4,1,3,3,0,0,0,491,0,35,0,1900,8577600,11521900,31424.61,42211.26,0,0,2.98,-1.714,4.694,-0.56863,-0.41791,0.21569,0.29104,51,67,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,142,Asia,62,Asia,35,mena,4,4,62.7,4.066799927,69.092003,1.61166966,714241.125,3.544520617,4.941666667,-21884,-0.3,-28.7,63.3,29.6,3.4,52403,16.9,258262,6029,2.334451061,16.1,0.4,2.48447205,257943,5984,2.319892379,15.7,0.4,2.547770701,0,0,1,1,2,0,1,0,611,6.8,35.9,186.2,382.1,4316.3,918.8,2891.8,505.7,185000000,20.3782,19.0925875,25890503279,27777848378,38188250370,287.0953818,12932015.08,2.388709916,2.32,3460463704,3712721806,5104151623,29350966983,31490570184,43292401992,2586.9,0,0,0,0,0,0,0,0,3,0,0,0,1,272958,458622,0.034,The United States sent the aircraft carrier Nimitz to the Persian Gulf ahead of a scheduled deployment in order to dissuade Iranian air attacks on Iraq.  Government officials also hoped the show of force would calm Iraqi plans against Iran as well.  
IRQ,645,1997,1,"Operation Southern Watch, Operation Vigilant Warrior, Operation Provide Comfort/ Provide Comfort II/ Operation Northern Watch",,645,4273,1,,2,20,3,2003,0,2238,5,6,Clinton,0,6,4,19,4,19,4,19,1,1,1,1,2,"Defend Territory, Policy Change, Social Protection, and Humanitarian Objective",4;5;6,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,-9,-9,0,0,-9,,,,,1,0,1,0,1,1,0,1,0,0,0,276324000,1530,98485,3114015,267901,68503,0.1395226,1250000,400,0,42259,21177,15862,0.0059131,0,0,0,0,0,0,0,0,0,0,898712.6,687710.7,1136.239217,2819.262845,317.10001,90.199997,317.10001,90.199997,407.29999,0,0,0,0,0,0,10,0,10,10,188,0,9,-9,-9,73,0,0,491,0,526,900,110,8577600,11521900,31424.61,42211.26,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,142,Asia,145,Middle East,5,mena,5,5,62.7,4.623600006,68.987,1.801173091,151460.5,3.544520617,4.941666667,-21884,-0.3,-28.7,63.3,29.6,3.4,52403,16.9,258262,6029,2.334451061,16.1,0.4,2.48447205,257943,5984,2.319892379,15.7,0.4,2.547770701,0,0,1,1,2,0,1,0,611,6.8,35.9,186.2,382.1,4316.3,918.8,2891.8,505.7,58300000,20.3782,19.0925875,8159007250,8753776002,12034459441,17.64760849,12932015.08,2.388709916,2.32,212712960.6,228219139,313749628.9,8371720210,8981995141,12348209070,665.8,0,0,0,0,0,0,0,0,3,0,0,0,1,272958,458622,0.034,obj: destabilize regime? Cooperation w/ weapons inspectors?
RUS,365,1997,,,,,4174,1,15,8,,8,1997,0,17,5,6,Clinton,0,6,4,17,4,17,1,1,1,1,1,1,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,1,0,2,2,1,0,276324000,1530,98485,3114015,267901,68503,0.1395226,64000000,1300,48502,1041076,147105,67365,0.0559937,0,0,0,0,0,0,0,0,0,0,898712.6,687710.7,52400.371,85076.577,4523.6001,4061.374,4523.6001,4061.374,8584.9736,0,0,0,0,0,0,10,0,10,10,188,4,1,3,3,5,0,0,491,0,6,375,324,8577600,11521900,31424.61,42211.26,0,0,2.98,0.582,2.398,-0.18182,-0.05797,0.40909,0.47101,44,69,3,2,0,1,0,6,2,1,0,0,1,1,0,0,1,1,2,1,1,150,Europe,151,Eastern Europe,151,eca,3,4,62.7,2.509900093,65.607002,2.998150826,1789598.875,3.544520617,4.941666667,-21884,-0.3,-28.7,63.3,29.6,3.4,52403,16.9,258262,6029,2.334451061,16.1,0.4,2.48447205,257943,5984,2.319892379,15.7,0.4,2.547770701,0,0,1,1,2,0,1,0,611,6.8,35.9,186.2,382.1,4316.3,918.8,2891.8,505.7,307000000,20.3782,19.0925875,42964240577,46096213255,63371853316,3722.372747,12932015.08,2.388709916,2.32,44867095052,48137780485,66178545882,87831335629,94233993740,129550000000,2491.49841,6708.08425,0,0,0,0,0,0,0,3,0,0,0,1,272958,458622,0.034,"The US Coast Guard spotted and seized a Russian fishing boat in the Berring Sea.  The ship's crew was accused of having their fishing gear without slipcovers, less than a mile east of the dividing line established in the Bering Sea.  "
SIE,451,1997,1,Operation Nobel Obelisk NEO,,451,,0,29,5,30,5,1997,0,2,5,6,Clinton,0,6,3,11,4,18,4,18,0,0,1,0,1,Protect own military/diplomatic interests,8,0,0,0,0,0,0,0,1,1,0,,,0,,,0,,,,,,,2505,,,1,1,0,0,0,1,0,0,0,0,0,276324000,1530,98485,3114015,267901,68503,0.1395226,51000,5,0,1561,4428,649,0.0002565,0,0,0,0,0,0,0,0,0,0,898712.6,687710.7,234.610818,17.2,18.700001,17.16,18.700001,17.16,35.860001,0,0,0,0,0,0,10,0,10,10,188,-77,-77,-77,0,0,0,0,491,0,297,500,15,8577600,11521900,31424.61,42211.26,0,0,2.98,-0.459,3.439,-0.41667,-0.29231,0.29167,0.35385,48,65,,-77,-77,-77,-77,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,Africa,11,Sub-Saharan Africa,202,ssa,4,5,62.7,,,1.32378304,3714.711182,3.544520617,4.941666667,-21884,-0.3,-28.7,63.3,29.6,3.4,52403,16.9,258262,6029,2.334451061,16.1,0.4,2.48447205,257943,5984,2.319892379,15.7,0.4,2.547770701,0,0,1,1,2,0,1,0,611,6.8,35.9,186.2,382.1,4316.3,918.8,2891.8,505.7,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,4,0,1,2,0,272958,458622,0.034,"Sierra Leone. On May 30, 1997, President Clinton reported to Congress that on May 29 and May 30, 1997, U.S. military personnel were deployed to Freetown, Sierra Leone, to prepare for and undertake the evacuation of certain U.S. government employees and private U.S. citizens. "
AFG,700,1998,1,Operation Infinite Reach,0,700,4227,0,20,8,20,8,1998,0,1,5,6,Clinton,0,6,4,19,4,19,4,19,0,1,1,0,1,Remove foreign regime; Protect own military/diplomatic interests.,1; 8,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,40,0,0,2,66-75 Tomahawk missiles,0,0,0,1,0,1,1,0,,0,0,0,0,0,279702000,1510,98658,3126886,274028,69572,0.1416442,255000,-9,0,635,21354,3563,0.0011991,0,0,0,0,0,0,0,0,0,0,944693.1,680522.2,462.4925913,151.1811893,17.6,7.5900002,17.6,7.5900002,25.190001,0,0,0,0,0,0,10,0,10,10,189,0,7,-7,-7,2,0,0,651,33,2600,770,0,9062800,12038300,32817.92,43592.71,3.27,0,2.936,-0.851,3.787,-0.375,-0.31579,0.3125,0.34211,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,Asia,62,Asia,35,sa,5,5,64.44,13.92700043,54.467999,,,3.555838585,4.5,69270,0.8,90.2,61.2,29,3.1,53545,16.2,255793,5396,2.109518243,15.5,0.3,1.935483871,258250,6074,2.351984511,15.3,0.4,2.614379085,0,0,1,1,2,0,1,0,567.6,6.3,34.5,165.5,361.4,4052.5,863.2,2729.5,459.9,0,13.61725,12.7156615,0,0,0,17.40467922,11312955.48,2.089648734,1.96,186378820.4,196898361.2,270690652.9,186378820.4,196898361.2,270690652.9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,276154,448266,0.032,"US uses cruise missiles to attack suspected terrorist facilities (Xinh, IP, DP)"
GNB,404,1998,0 (NEO),Evacuation (NEO),0,404,,0,10,6,15,6,1998,0,6,5,6,Clinton,0,6,3,11,4,18,4,18,0,0,1,0,1,Protect own military/diplomatic interests,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,130,0,0,1,1,0,0,0,1,0,0,0,0,0,279702000,1510,98658,3126886,274028,69572,0.1416442,,,,,,,,0,0,0,0,0,0,0,0,0,0,944693.1,680522.2,93.50595678,76.39441802,,,,,,,,,,,,10,0,10,10,189,-77,-77,-77,0,0,0,0,651,0,11,200,5,9062800,12038300,32817.92,43592.71,0,0,,,,,,,,,,,-77,-77,-77,-77,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,Africa,11,Sub-Saharan Africa,202,ssa,4,5,64.44,18.21089935,51.860001,,1507.500488,3.555838585,4.5,69270,0.8,90.2,61.2,29,3.1,53545,16.2,255793,5396,2.109518243,15.5,0.3,1.935483871,258250,6074,2.351984511,15.3,0.4,2.614379085,0,0,1,1,2,0,1,0,567.6,6.3,34.5,165.5,361.4,4052.5,863.2,2729.5,459.9,0,13.61725,12.7156615,0,0,0,0,11312955.48,2.089648734,1.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,,276154,448266,0.032,"Guinea-Bissau. On June 12, 1998, President Clinton reported to Congress that, on June 10, 1998, in response to an army mutiny in Guinea-Bissau endangering the U.S. embassy, U.S. government employees, and U.S. citizens in that country, he had deployed a standby evacuation force of U.S. military personnel to Dakar, Senegal, to remove such individuals, as well as selected third country nationals, from the city of Bissau. The deployment continued until the necessary evacuations were completed. "
"KEN, TAZ","501, 510",1998,0 (al-Qaeda),Operation Resolute Response,0,,"501, 510",0,7,8,31,9,1998,0,25,5,6,Clinton,0,6,3,11,3,11,1,1,0,0,0,0,1,Protect own Military and/or Diplomatic Interests; Humanitarian Intervention,6.2;8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,123,,61,1,1,0,0,0,1,0,0,0,0,0,279702000,1510,98658,3126886,274028,69572,0.1416442,,,,,,,,0,0,0,0,0,0,0,0,0,0,944693.1,680522.2,,,,,,,,,,,,,,10,0,10,10,189,,,,,,0,0,651,0,,,,9062800,12038300,32817.92,43592.71,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Africa,14,Sub-Saharan Africa,202,ssa,,,64.44,,,,,3.555838585,4.5,69270,0.8,90.2,61.2,29,3.1,53545,16.2,255793,5396,2.109518243,15.5,0.3,1.935483871,258250,6074,2.351984511,15.3,0.4,2.614379085,0,0,1,1,2,0,1,0,567.6,6.3,34.5,165.5,361.4,4052.5,863.2,2729.5,459.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276154,448266,0.032,"Kenya and Tanzania. On August 10, 1998, President Clinton reported to Congress that he had deployed, on August 7, 1998, Joint Task Force of U.S. military personnel to Nairobi, Kenya, to coordinate the medical and disaster assistance related to the bombings of the U.S. Embassies in Kenya and Tanzania. He also reported that teams of 50-100 security personnel had arrived in Nairobi, Kenya, and Dar es Salaam, Tanzania, to enhance the security of the U.S. Embassies and citizens there. "
LBR,450,1998,1,Liberian Civil Wars,0,,4254,0,27,9,,11,1998,0,,5,6,Clinton,0,6,3,11,4,18,4,18,0,0,1,0,1,Protect own military/diplomatic interests,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,1,1,N/A,30,1,0,1,0,1,1,0,,0,1,0,0,0,279702000,1510,98658,3126886,274028,69572,0.1416442,46000,-9,0,1202,2666,580,0.0001844,0,0,0,1,1,1,0,0,0,0,944693.1,680522.2,5980.361335,912.2958015,26.700001,55.110001,26.700001,55.110001,81.809998,0,0,0,0,0,0,10,0,10,10,189,3,3,0,0,1,0,0,651,0,310,75,120,9062800,12038300,32817.92,43592.71,0,0,,,,,,,,,,0,0,0,0,0,7,2,1,0,0,0,1,1,2,1,1,2,1,0,2,Africa,11,Sub-Saharan Africa,202,ssa,3,4,64.44,18.71170044,52.082001,1.559129357,1008.227722,3.555838585,4.5,69270,0.8,90.2,61.2,29,3.1,53545,16.2,255793,5396,2.109518243,15.5,0.3,1.935483871,258250,6074,2.351984511,15.3,0.4,2.614379085,0,0,1,1,2,0,1,0,567.6,6.3,34.5,165.5,361.4,4052.5,863.2,2729.5,459.9,0,13.61725,12.7156615,0,0,0,0,11312955.48,2.089648734,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,276154,448266,0.032,US evacuates opposition militia member from Liberia (NYT)
SUD,625,1998,1,Operation Infinite Reach,0,625,4217,0,20,8,20,8,1998,0,1,5,6,Clinton,0,6,4,19,4,19,1,1,1,1,1,1,1,Protect own military/diplomatic interests,8,0,0,0,0,0,0,0,1,5,0,1,1,0,1,1,0,1,1,0,1,1,N/A,0,2,0,1,0,1,1,0,1,0,0,0,0,0,279702000,1510,98658,3126886,274028,69572,0.1416442,381000,105,0,15372,28292,6093,0.0024459,0,0,0,0,0,0,0,0,0,0,944693.1,680522.2,1604.828304,541.6343439,3.4000001,7.48,3.4000001,7.48,10.88,0,0,0,0,0,0,10,0,10,10,189,0,7,-7,-7,9,0,0,651,0,352,4000,360,9062800,12038300,32817.92,43592.71,0,0,2.936,-1.521,4.457,-0.5,-0.4,0.25,0.3,48,60,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,Africa,15,Sub-Saharan Africa,15,ssa,4,5,64.44,,,1.352301598,81068.78906,3.555838585,4.5,69270,0.8,90.2,61.2,29,3.1,53545,16.2,255793,5396,2.109518243,15.5,0.3,1.935483871,258250,6074,2.351984511,15.3,0.4,2.614379085,0,0,1,1,2,0,1,0,567.6,6.3,34.5,165.5,361.4,4052.5,863.2,2729.5,459.9,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,0,0,3,0,276154,448266,0.032,"US carries out air strikes against suspected terrorist facilities in Sudan (TNS, PI)"
CHN,710,1999,1,Taiwan Strait Skirmishes,0,,4088,0,10,2,26,4,2000,0,441,5,6,Clinton,0,6,3,8,3,9,3,9,0,0,1,0,1,Maintain Empire,3,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,1,0,1,0,0,,0,0,0,0,0,292147000,1490,97427,3161089,276218,70642,0.1426249,39889000,2400,123954,1808845,1266838,536874,0.1576226,0,0,0,0,0,0,0,0,0,0,1048483,690792.5,347392.4688,370912.0313,98677.5,32310.406,98677.5,32310.406,130987.91,0,0,0,0,0,0,10,0,10,10,190,0,7,-7,-7,50,0,0,638,-2,130,0,293,9630700,12610500,34478.1,45145.85,3.56,0,2.762,-0.668,3.43,-0.72093,-0.44118,0.13953,0.27941,43,68,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,142,Asia,30,Asia,35,eap,4,4,66.17,3.905799866,71.521004,2.159039736,4992596,3.567192554,4.216666667,125610,1.3,161.5,58.9,28.5,3,53880,16.1,261196,6554,2.509226788,15.3,0.4,2.614379085,278402,8914,3.201844814,15.7,0.5,3.184713376,0,0,1,1,2,0,1,0,523,5.7,32.8,150.1,334.3,3743.6,770.4,2550.7,422.5,160000000,18.55794,17.9700778,21075307244,21783720933,29947682687,167.1011924,11295988.79,2.086514768,2.19,1826188702,1887573196,2594985646,22901495946,23671294129,32542668333,143.73618,106.95501,0,0,0,0,0,0,0,3,0,0,0,0,279328,449369,0.031,"Taiwan confirmed that China had deployed more than 100 ballistic missiles within firing range, saying that this development posed a social and military threat.  China also annouced the testing of a long-range missile capable of reaching the United States.  During the announcement, the Chinese official stated the US ""neeeds to be aware of the seriousness and danger of arm sales to Taiwan."""
ETM,860,1999,0,East Timorese Crisis,1,860,,0,8,10,17,12,2002,0,1166,5,6,Clinton,0,6,3,12,3,12,1,1,0,0,1,0,3,Maintain/Build Foreign Regime Authority; Humanitarian Intervention,2;6.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,450,1,30,1,1,0,0,0,1,0,0,0,0,0,292147000,1490,97427,3161089,276218,70642,0.1426249,,,,,,,,0,0,0,0,0,0,0,0,0,0,1048483,690792.5,,,,,,,,,,,,,,10,0,10,10,190,,,,,,0,0,638,0,120,350,,9630700,12610500,34478.1,45145.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,35,Asia,35,eap,NA,NA,66.17,,,,,3.567192554,4.216666667,125610,1.3,161.5,58.9,28.5,3,53880,16.1,261196,6554,2.509226788,15.3,0.4,2.614379085,278402,8914,3.201844814,15.7,0.5,3.184713376,0,0,1,1,2,0,1,0,523,5.7,32.8,150.1,334.3,3743.6,770.4,2550.7,422.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279328,449369,0.031,"East Timor. On October 8, 1999, President Clinton reported to Congress “consistent with the War Powers Resolution” that he had directed the deployment of a limited number of U.S. military forces to East Timor to support the U.N. multinational force (INTERFET) aimed at restoring peace to East Timor. U.S. support has been limited initially to “communications, logistics, planning assistance and transportation.” The President further noted that he had authorized deployment of the amphibious ship USS Belleau Wood, together with its helicopters and her complement of personnel from the 31st Marine Expeditionary Unit (Special Operations Capable) (MEU SOC), to the East Timor region, to provide helicopter airlift and search and rescue support to the multinational operation. U.S. participation was anticipated to continue until the transition to a U.N. peacekeeping operation was complete. "
PRK,731,1999,1,Korean Peninsula Hostilities,0,731,4125,0,16,6,13,9,1999,0,89,5,6,Clinton,0,6,3,8,3,8,3,13,0,0,1,1,1,Protect own military/diplomatic interests,8,0,0,0,0,0,0,0,1,6,0,20,20,0,1,1,0,20,20,0,1,1,N/A,N/A,N/A,0,1,0,1,0,0,,0,0,0,0,0,292147000,1490,97427,3161089,276218,70642,0.1426249,2100000,1000,300,27413,23702,8241,0.0099196,0,0,0,0,0,0,0,0,0,0,1048483,690792.5,1223.860497,784.085072,0,12.43,0,3.8499999,3.9000001,0,1,0,0,1,0,10,0,10,10,190,0,10,-10,-10,51,0,0,638,0,0,0,0,9630700,12610500,34478.1,45145.85,0,0,2.762,-1.733,4.495,-0.95,-0.66667,0.025,0.16667,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,142,Asia,30,Asia,35,eap,NA,5,66.17,6.755500031,64.683998,,,3.567192554,4.216666667,125610,1.3,161.5,58.9,28.5,3,53880,16.1,261196,6554,2.509226788,15.3,0.4,2.614379085,278402,8914,3.201844814,15.7,0.5,3.184713376,0,0,1,1,2,0,1,0,523,5.7,32.8,150.1,334.3,3743.6,770.4,2550.7,422.5,0,18.55794,17.9700778,0,0,0,0,11295988.79,2.086514768,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,279328,449369,0.031," As North Korea prepared for a missile launch, the United States and South Korea engaged in military exercises and increased naval patrols in the Yellow Sea."
RUS,365,1999,,,,,4342,1,8,4,19,4,1999,0,12,5,6,Clinton,0,6,1,1,3,10,3,10,1,1,1,0,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,,0,2,2,1,0,292147000,1490,97427,3161089,276218,70642,0.1426249,56800000,900,51510,1034481,147196,66234,0.051515,0,0,0,0,0,0,0,0,0,0,1048483,690792.5,30285.73078,72465.64157,6093.7998,2386.6064,6093.7998,2386.6064,8480.4063,0,0,0,0,0,0,10,0,10,10,190,4,1,3,3,7,0,0,638,0,23,800,104,9630700,12610500,34478.1,45145.85,0,0,2.762,0.444,2.318,-0.27273,-0.13235,0.36364,0.43382,44,68,3,2,0,1,0,6,1,1,0,0,1,2,0,0,1,1,2,1,1,150,Europe,151,Eastern Europe,151,eca,4,4,66.17,2.371899986,65.233002,3.110383511,1801531.75,3.567192554,4.216666667,125610,1.3,161.5,58.9,28.5,3,53880,16.1,261196,6554,2.509226788,15.3,0.4,2.614379085,278402,8914,3.201844814,15.7,0.5,3.184713376,0,0,1,1,2,0,1,0,523,5.7,32.8,150.1,334.3,3743.6,770.4,2550.7,422.5,305000000,18.55794,17.9700778,40174804434,41525218028,57087770122,3266.366762,11295988.79,2.086514768,2.19,35696945024,36896842335,50724801783,75871749457,78422060363,107813000000,2648.36338,7160.4694,0,0,0,0,0,0,0,3,0,0,0,1,279328,449369,0.031,Russian forces went on alert during a NATO bombing campaign of Yugoslavia.  Russia also warned NATO against provoking a broader war.  
VEN,101,1999,0,Vargas Tragedy,0,101,4261,0,14,12,2,1,2000,0,20,5,6,Clinton,0,6,3,11,3,11,1,1,0,0,0,0,1,Social Protection & Order; Humanitarian Intervention,"6, 6.2",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20000,20000,0,6,6,24000000,560,450,7,1,0,1,0,0,0,0,2,0,0,0,303136000,1366,101803,3283713,278357,75342,0.1428047,1397000,56,3835,142070,24170,11663,0.0047359,1,0,1,1,1,3,0,1,1,1,1048483,690792.5,13213,20823,18612.1,6358.0947,18612.1,6358.0947,24970.195,0,0,0,0,0,0,10,0,10,10,190,7,0,7,7,30,0,0,638,0,0,0,0,9630700,12610500,34478.1,45145.85,0,0,2.701,-0.508,3.209,-0.48,-0.35821,0.26,0.3209,50,67,4,2,0,2,0,10,2,1,1,1,1,2,1,1,2,2,2,1,1,419,Latin America & Caribbean,5,Central & S. America,14,lac,3,3,66.17,2.434799957,72.027,2.117831469,355302.4375,3.578582525,4.216666667,125610,1.3,161.5,58.9,28.5,3,56056,16.1,261196,6554,2.509226788,15.3,0.4,2.614379085,278402,8914,3.201844814,15.7,0.5,3.184713376,0,0,1,1,2,0,1,1,523,5.7,32.8,150.1,334.3,3743.6,770.4,2550.7,422.5,167000000,18.55794,17.9700778,21997351936,22736758724,31257893805,196.4877872,11295988.79,2.086514768,2.19,2147344204,2219523842,3051342602,24144696140,24956282565,34309236407,1922.9,0,0,0,0,0,1,0,1,2,0,0,1,,279328,449369,0.031,Vargas Tragedy; Also Venezuela accused the American vessel the Gentian with violating its waters near the mouth of the Orinoco River.  US Coast Guard medium patrol boat Reliance was intercepted by a Venezuelan patrol boat in the Gulf of Venezuela.  Venezuela sent two F-16s and two Broncos to ensure the boat withdrew from the Gulf.  
YUG,345,1999,1,Kosovo Intervention,1,345,4137,0,24,3,10,6,1999,0,78,5,6,Clinton,0,6,4,19,4,19,4,19,0,0,1,0,2,Social Protection & Order; Humanitarian Intervention,"6, 6.2",0,0,0,0,0,1,0,0,1,0,750,750,0,5,5,0,1500,1500,0,6,6,13000,,11,2000,1,0,1,0,1,1,0,0,0,0,0,279702000,1510,98658,3126886,274028,69572,0.1416442,1585000,105,980,28924,10635,3638,0.0023337,0,0,0,0,0,0,0,0,0,0,1048483,690792.5,,,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,190,,,,,,0,0,638,0,,,,9630700,12610500,34478.1,45145.85,0,0,,,,,,,,,,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,2,1,0,150,Europe,39,S. Europe,39,eca,5,5,66.17,,,,,3.555838585,4.216666667,125610,1.3,161.5,58.9,28.5,3,53545,16.1,261196,6554,2.509226788,15.3,0.4,2.614379085,278402,8914,3.201844814,15.7,0.5,3.184713376,0,0,1,1,2,0,1,0,523,5.7,32.8,150.1,334.3,3743.6,770.4,2550.7,422.5,,18.55794,17.9700778,,,,,11295988.79,2.086514768,2.19,,,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,279328,449369,0.031,NATO airstrikes in Kosovo to protect ethnic Albanians against Serbian state
